STATION,STATION_NAME,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100418,4,20,54,172,0,1258,0,196,121,52,23,0,0,0,0,0,0,0,0,0,680,255,808,552,58,63,60,71
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100419,4,19,54,181,0,1267,0,194,121,52,23,0,0,0,0,0,0,0,0,0,682,256,810,554,57,63,59,71
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100420,4,19,54,189,0,1275,0,193,120,51,23,0,0,0,0,0,0,0,0,0,684,256,812,556,57,62,59,71
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100421,4,19,53,198,0,1284,0,192,119,51,22,0,0,0,0,0,0,0,0,0,686,256,815,558,56,62,58,70
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100422,4,19,53,206,0,1292,0,191,118,50,22,0,0,0,0,0,0,0,0,0,689,257,817,560,56,62,58,70
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100423,4,19,53,214,0,1300,0,189,117,50,22,0,0,0,0,0,0,0,0,0,691,257,819,562,55,61,57,69
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100424,4,19,53,222,0,1308,0,188,116,49,22,0,0,0,0,0,0,0,0,0,693,257,822,565,55,61,57,68
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100425,4,19,53,229,0,1315,0,188,116,49,22,0,0,0,0,0,0,0,0,0,696,257,824,567,54,60,56,68
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100426,4,18,53,237,0,1323,0,187,115,49,22,0,0,0,0,0,0,0,0,0,698,257,827,569,54,60,56,67
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100427,4,18,52,245,0,1331,0,187,115,49,22,0,0,0,0,0,0,0,0,0,700,257,829,572,53,60,55,66
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100428,4,18,52,252,0,1338,0,186,115,49,21,0,0,0,0,0,0,0,0,0,703,257,831,574,53,59,55,66
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20100429,4,18,52,260,0,1346,0,186,115,48,21,0,0,0,0,0,0,0,0,0,705,257,834,577,52,59,54,65
